epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,22,,,,,,,0.2666666805744171,2.131963014602661
0,22,,,0.17499999701976776,,2.2271759510040283,,,
1,45,,,,,,,0.2888889014720917,2.0184149742126465
1,45,,,0.30000001192092896,,2.052356004714966,,,
2,49,,,,0.34375,,2.041036367416382,,
2,68,,,,,,,0.31111112236976624,1.9322043657302856
2,68,,,0.34166666865348816,,1.9260857105255127,,,
3,91,,,,,,,0.3444444537162781,1.8640213012695312
3,91,,,0.3402777910232544,,1.8527535200119019,,,
4,99,,,,0.21875,,1.9375592470169067,,
4,114,,,,,,,0.3333333432674408,1.8107483386993408
4,114,,,0.35555556416511536,,1.782128095626831,,,
5,137,,,,,,,0.3444444537162781,1.7716248035430908
5,137,,,0.3791666626930237,,1.730576753616333,,,
6,149,,,,0.4375,,1.6170495748519897,,
6,160,,,,,,,0.3444444537162781,1.7274892330169678
6,160,,,0.38333332538604736,,1.6730331182479858,,,
7,183,,,,,,,0.35555556416511536,1.6936355829238892
7,183,,,0.39444443583488464,,1.6350536346435547,,,
8,199,,,,0.46875,,1.5404380559921265,,
8,206,,,,,,,0.36666667461395264,1.6647796630859375
8,206,,,0.41111111640930176,,1.5977575778961182,,,
9,229,,,,,,,0.3444444537162781,1.639697551727295
9,229,,,0.4263888895511627,,1.563987374305725,,,
10,249,,,,0.5625,,1.3338526487350464,,
10,252,,,,,,,0.36666667461395264,1.615360140800476
10,252,,,0.4194444417953491,,1.535895586013794,,,
11,275,,,,,,,0.36666667461395264,1.5942327976226807
11,275,,,0.4416666626930237,,1.5160908699035645,,,
12,298,,,,,,,0.36666667461395264,1.56926691532135
12,298,,,0.44305557012557983,,1.4886674880981445,,,
13,299,,,,0.34375,,1.6871591806411743,,
13,321,,,,,,,0.3777777850627899,1.5504930019378662
13,321,,,0.46666666865348816,,1.4846971035003662,,,
14,344,,,,,,,0.3777777850627899,1.534302830696106
14,344,,,0.48750001192092896,,1.4524729251861572,,,
15,349,,,,0.53125,,1.3826828002929688,,
