epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,22,,,,,,,0.25555557012557983,2.107555627822876
0,22,,,0.2083333283662796,,2.1875483989715576,,,
1,45,,,,,,,0.3444444537162781,1.9695841073989868
1,45,,,0.32499998807907104,,2.0177433490753174,,,
2,49,,,,0.34375,,1.8947012424468994,,
2,68,,,,,,,0.3333333432674408,1.880439281463623
2,68,,,0.3569444417953491,,1.8898484706878662,,,
3,91,,,,,,,0.3444444537162781,1.8112539052963257
3,91,,,0.3444444537162781,,1.816159725189209,,,
4,99,,,,0.34375,,1.847200870513916,,
4,114,,,,,,,0.35555556416511536,1.755828857421875
4,114,,,0.36250001192092896,,1.7522715330123901,,,
5,137,,,,,,,0.3777777850627899,1.7173190116882324
5,137,,,0.37638887763023376,,1.6963709592819214,,,
6,149,,,,0.4375,,1.5628777742385864,,
6,160,,,,,,,0.3777777850627899,1.677024006843567
6,160,,,0.3958333432674408,,1.6497505903244019,,,
7,183,,,,,,,0.3777777850627899,1.6465575695037842
7,183,,,0.4138889014720917,,1.6116622686386108,,,
8,199,,,,0.40625,,1.5229729413986206,,
8,206,,,,,,,0.4000000059604645,1.6209553480148315
8,206,,,0.42500001192092896,,1.569252371788025,,,
9,229,,,,,,,0.41111111640930176,1.590313196182251
9,229,,,0.4333333373069763,,1.5487812757492065,,,
10,249,,,,0.625,,1.2162896394729614,,
10,252,,,,,,,0.42222222685813904,1.5682638883590698
10,252,,,0.4277777671813965,,1.5274832248687744,,,
11,275,,,,,,,0.41111111640930176,1.5485546588897705
11,275,,,0.45694443583488464,,1.4964599609375,,,
12,298,,,,,,,0.41111111640930176,1.533789038658142
12,298,,,0.4749999940395355,,1.4880247116088867,,,
13,299,,,,0.53125,,1.2708895206451416,,
13,321,,,,,,,0.42222222685813904,1.5147528648376465
13,321,,,0.4791666567325592,,1.4657315015792847,,,
14,344,,,,,,,0.4333333373069763,1.5002974271774292
14,344,,,0.4791666567325592,,1.4438730478286743,,,
15,349,,,,0.65625,,1.3275256156921387,,
15,367,,,,,,,0.42222222685813904,1.48252534866333
15,367,,,0.5027777552604675,,1.4205083847045898,,,
16,390,,,,,,,0.4444444477558136,1.468993067741394
16,390,,,0.4930555522441864,,1.4161226749420166,,,
17,399,,,,0.625,,1.23233163356781,,
17,413,,,,,,,0.46666666865348816,1.4552675485610962
17,413,,,0.5083333253860474,,1.3922642469406128,,,
18,436,,,,,,,0.4555555582046509,1.4489078521728516
18,436,,,0.5208333134651184,,1.382106065750122,,,
19,449,,,,0.4375,,1.381490707397461,,
19,459,,,,,,,0.4555555582046509,1.4388699531555176
19,459,,,0.5277777910232544,,1.3614598512649536,,,
20,482,,,,,,,0.46666666865348816,1.433095097541809
20,482,,,0.5083333253860474,,1.3769361972808838,,,
21,499,,,,0.59375,,1.339189052581787,,
21,505,,,,,,,0.4555555582046509,1.423299789428711
21,505,,,0.543055534362793,,1.3381067514419556,,,
22,528,,,,,,,0.4555555582046509,1.4172407388687134
22,528,,,0.5416666865348816,,1.3620057106018066,,,
23,549,,,,0.5625,,1.4793190956115723,,
