epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,22,,,,,,,0.18888889253139496,2.183993101119995
0,22,,,0.12361110746860504,,2.2751505374908447,,,
1,45,,,,,,,0.25555557012557983,2.057929515838623
1,45,,,0.26527777314186096,,2.1118974685668945,,,
2,49,,,,0.3125,,2.012206792831421,,
2,68,,,,,,,0.31111112236976624,1.9527407884597778
2,68,,,0.3333333432674408,,1.9780964851379395,,,
3,91,,,,,,,0.3333333432674408,1.8753842115402222
3,91,,,0.3513889014720917,,1.8761094808578491,,,
4,99,,,,0.40625,,1.6457997560501099,,
4,114,,,,,,,0.3333333432674408,1.8122895956039429
4,114,,,0.3541666567325592,,1.7921459674835205,,,
5,137,,,,,,,0.3333333432674408,1.7636734247207642
5,137,,,0.3652777671813965,,1.7219620943069458,,,
6,149,,,,0.40625,,1.6038001775741577,,
6,160,,,,,,,0.3444444537162781,1.7247402667999268
6,160,,,0.38333332538604736,,1.6697717905044556,,,
7,183,,,,,,,0.3444444537162781,1.6942389011383057
7,183,,,0.4055555462837219,,1.6289583444595337,,,
8,199,,,,0.375,,1.70403254032135,,
8,206,,,,,,,0.3444444537162781,1.6598676443099976
8,206,,,0.4097222089767456,,1.6006066799163818,,,
9,229,,,,,,,0.36666667461395264,1.6316773891448975
9,229,,,0.40833333134651184,,1.5754414796829224,,,
10,249,,,,0.375,,1.5824824571609497,,
10,252,,,,,,,0.4000000059604645,1.6039351224899292
10,252,,,0.4263888895511627,,1.529004454612732,,,
11,275,,,,,,,0.41111111640930176,1.5793092250823975
11,275,,,0.45277777314186096,,1.519561767578125,,,
12,298,,,,,,,0.42222222685813904,1.5613211393356323
12,298,,,0.4611110985279083,,1.4952625036239624,,,
13,299,,,,0.375,,1.5875656604766846,,
13,321,,,,,,,0.4333333373069763,1.5441138744354248
13,321,,,0.47083333134651184,,1.4798202514648438,,,
14,344,,,,,,,0.4444444477558136,1.5192714929580688
14,344,,,0.46666666865348816,,1.4660695791244507,,,
15,349,,,,0.46875,,1.478835940361023,,
15,367,,,,,,,0.4555555582046509,1.5017061233520508
15,367,,,0.49861112236976624,,1.4324910640716553,,,
16,390,,,,,,,0.4555555582046509,1.4908595085144043
16,390,,,0.49166667461395264,,1.4275513887405396,,,
17,399,,,,0.5625,,1.1931124925613403,,
17,413,,,,,,,0.4888888895511627,1.4784318208694458
17,413,,,0.48472222685813904,,1.4117785692214966,,,
18,436,,,,,,,0.47777777910232544,1.465630292892456
18,436,,,0.5027777552604675,,1.385438323020935,,,
19,449,,,,0.59375,,1.2272111177444458,,
19,459,,,,,,,0.4888888895511627,1.4552934169769287
19,459,,,0.5111111402511597,,1.3771151304244995,,,
20,482,,,,,,,0.47777777910232544,1.4422273635864258
20,482,,,0.5319444537162781,,1.362210988998413,,,
21,499,,,,0.4375,,1.3511545658111572,,
21,505,,,,,,,0.47777777910232544,1.4362201690673828
21,505,,,0.5152778029441833,,1.3558684587478638,,,
22,528,,,,,,,0.5,1.4241348505020142
22,528,,,0.5486111044883728,,1.336721658706665,,,
23,549,,,,0.5625,,1.3011164665222168,,
23,551,,,,,,,0.5,1.4122298955917358
23,551,,,0.5472221970558167,,1.3281022310256958,,,
24,574,,,,,,,0.5111111402511597,1.4091542959213257
24,574,,,0.5402777791023254,,1.3303210735321045,,,
25,597,,,,,,,0.5,1.3989007472991943
25,597,,,0.5263888835906982,,1.3157427310943604,,,
26,599,,,,0.5,,1.4576034545898438,,
26,620,,,,,,,0.5111111402511597,1.3979370594024658
26,620,,,0.5416666865348816,,1.3019232749938965,,,
27,643,,,,,,,0.5111111402511597,1.3854892253875732
27,643,,,0.5402777791023254,,1.300478219985962,,,
28,649,,,,0.5625,,1.2651500701904297,,
28,666,,,,,,,0.5111111402511597,1.382406234741211
28,666,,,0.5527777671813965,,1.2935380935668945,,,
29,689,,,,,,,0.5222222208976746,1.3767454624176025
29,689,,,0.5458333492279053,,1.279832363128662,,,
30,699,,,,0.6875,,1.0733507871627808,,
30,712,,,,,,,0.5222222208976746,1.3693277835845947
30,712,,,0.5888888835906982,,1.2732545137405396,,,
31,735,,,,,,,0.5111111402511597,1.366239070892334
31,735,,,0.5569444298744202,,1.2764524221420288,,,
32,749,,,,0.4375,,1.3038965463638306,,
32,758,,,,,,,0.5111111402511597,1.3633705377578735
32,758,,,0.543055534362793,,1.2666561603546143,,,
33,781,,,,,,,0.5111111402511597,1.3579050302505493
33,781,,,0.5763888955116272,,1.2583333253860474,,,
34,799,,,,0.53125,,1.341703176498413,,
34,804,,,,,,,0.5111111402511597,1.3552120923995972
34,804,,,0.5611110925674438,,1.2601159811019897,,,
35,827,,,,,,,0.5222222208976746,1.3494625091552734
35,827,,,0.5666666626930237,,1.2526543140411377,,,
36,849,,,,0.5625,,1.2214125394821167,,
36,850,,,,,,,0.5222222208976746,1.3545117378234863
36,850,,,0.5583333373069763,,1.2441784143447876,,,
37,873,,,,,,,0.5,1.3455250263214111
37,873,,,0.5930555462837219,,1.2271738052368164,,,
38,896,,,,,,,0.5111111402511597,1.3421461582183838
38,896,,,0.5763888955116272,,1.2306840419769287,,,
39,899,,,,0.5625,,1.442238211631775,,
39,919,,,,,,,0.5111111402511597,1.3413010835647583
39,919,,,0.5833333134651184,,1.2372736930847168,,,
40,942,,,,,,,0.5111111402511597,1.3327970504760742
40,942,,,0.5861111283302307,,1.2249795198440552,,,
41,949,,,,0.59375,,1.0575017929077148,,
41,965,,,,,,,0.4888888895511627,1.3297334909439087
41,965,,,0.5777778029441833,,1.212801218032837,,,
42,988,,,,,,,0.5,1.3305689096450806
42,988,,,0.5638889074325562,,1.2376010417938232,,,
43,999,,,,0.625,,1.2765936851501465,,
43,1011,,,,,,,0.4888888895511627,1.326780080795288
43,1011,,,0.5777778029441833,,1.212735891342163,,,
44,1034,,,,,,,0.5111111402511597,1.3223763704299927
44,1034,,,0.5763888955116272,,1.212761402130127,,,
45,1049,,,,0.59375,,1.2350409030914307,,
45,1057,,,,,,,0.5,1.3189347982406616
45,1057,,,0.5888888835906982,,1.2035599946975708,,,
46,1080,,,,,,,0.4888888895511627,1.3199063539505005
46,1080,,,0.574999988079071,,1.219595193862915,,,
47,1099,,,,0.625,,1.0410687923431396,,
47,1103,,,,,,,0.4888888895511627,1.3157349824905396
47,1103,,,0.5972222089767456,,1.1881444454193115,,,
48,1126,,,,,,,0.4888888895511627,1.317252278327942
48,1126,,,0.5874999761581421,,1.2032430171966553,,,
