epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,22,,,,,,,0.2222222238779068,2.1619317531585693
0,22,,,0.1666666716337204,,2.2361838817596436,,,
1,45,,,,,,,0.3333333432674408,2.04672908782959
1,45,,,0.2916666567325592,,2.08781099319458,,,
2,49,,,,0.40625,,1.8974696397781372,,
2,68,,,,,,,0.3444444537162781,1.9503848552703857
2,68,,,0.32499998807907104,,1.9710018634796143,,,
3,91,,,,,,,0.3333333432674408,1.8672398328781128
3,91,,,0.3541666567325592,,1.8654229640960693,,,
4,99,,,,0.34375,,1.8724867105484009,,
4,114,,,,,,,0.3444444537162781,1.8011735677719116
4,114,,,0.3638888895511627,,1.776865839958191,,,
5,137,,,,,,,0.36666667461395264,1.7441318035125732
5,137,,,0.375,,1.724344253540039,,,
6,149,,,,0.3125,,1.7359029054641724,,
6,160,,,,,,,0.3444444537162781,1.713316559791565
6,160,,,0.3847222328186035,,1.660909652709961,,,
7,183,,,,,,,0.3444444537162781,1.673029899597168
7,183,,,0.3958333432674408,,1.624082326889038,,,
8,199,,,,0.375,,1.6447077989578247,,
8,206,,,,,,,0.35555556416511536,1.6423407793045044
8,206,,,0.42222222685813904,,1.580093264579773,,,
9,229,,,,,,,0.3777777850627899,1.610575556755066
9,229,,,0.4277777671813965,,1.5486119985580444,,,
10,249,,,,0.46875,,1.5289372205734253,,
10,252,,,,,,,0.36666667461395264,1.5928791761398315
10,252,,,0.45972222089767456,,1.5184458494186401,,,
11,275,,,,,,,0.4000000059604645,1.568530559539795
11,275,,,0.4680555462837219,,1.4867079257965088,,,
12,298,,,,,,,0.41111111640930176,1.551424503326416
12,298,,,0.4583333432674408,,1.4761180877685547,,,
13,299,,,,0.59375,,1.2869741916656494,,
13,321,,,,,,,0.41111111640930176,1.533637523651123
13,321,,,0.4902777671813965,,1.445420503616333,,,
14,344,,,,,,,0.4333333373069763,1.5173624753952026
14,344,,,0.4902777671813965,,1.4276143312454224,,,
15,349,,,,0.46875,,1.4446895122528076,,
15,367,,,,,,,0.4444444477558136,1.501410722732544
15,367,,,0.4958333373069763,,1.4145500659942627,,,
16,390,,,,,,,0.4333333373069763,1.4884921312332153
16,390,,,0.48472222685813904,,1.3957785367965698,,,
17,399,,,,0.53125,,1.287140965461731,,
17,413,,,,,,,0.4444444477558136,1.475427269935608
17,413,,,0.4972222149372101,,1.3825092315673828,,,
18,436,,,,,,,0.4444444477558136,1.4700534343719482
18,436,,,0.5097222328186035,,1.3855313062667847,,,
19,449,,,,0.40625,,1.4938009977340698,,
19,459,,,,,,,0.4555555582046509,1.4578659534454346
19,459,,,0.512499988079071,,1.369579553604126,,,
20,482,,,,,,,0.4555555582046509,1.4465081691741943
20,482,,,0.5263888835906982,,1.3524534702301025,,,
21,499,,,,0.40625,,1.4306782484054565,,
21,505,,,,,,,0.4333333373069763,1.4434750080108643
21,505,,,0.512499988079071,,1.3550578355789185,,,
22,528,,,,,,,0.4555555582046509,1.4278662204742432
22,528,,,0.5152778029441833,,1.3514511585235596,,,
23,549,,,,0.53125,,1.3722995519638062,,
23,551,,,,,,,0.4444444477558136,1.423316240310669
23,551,,,0.5458333492279053,,1.3275671005249023,,,
24,574,,,,,,,0.4333333373069763,1.4121829271316528
24,574,,,0.5263888835906982,,1.3223729133605957,,,
25,597,,,,,,,0.4555555582046509,1.4117048978805542
25,597,,,0.5416666865348816,,1.3103704452514648,,,
26,599,,,,0.5,,1.3538038730621338,,
26,620,,,,,,,0.46666666865348816,1.3990434408187866
26,620,,,0.5277777910232544,,1.312778353691101,,,
27,643,,,,,,,0.4555555582046509,1.3947453498840332
27,643,,,0.5416666865348816,,1.299208164215088,,,
28,649,,,,0.5,,1.3488433361053467,,
28,666,,,,,,,0.4555555582046509,1.3895061016082764
28,666,,,0.543055534362793,,1.299153447151184,,,
29,689,,,,,,,0.47777777910232544,1.384445071220398
29,689,,,0.5513888597488403,,1.2966233491897583,,,
30,699,,,,0.59375,,1.1835662126541138,,
30,712,,,,,,,0.47777777910232544,1.381771445274353
30,712,,,0.5597222447395325,,1.2794238328933716,,,
31,735,,,,,,,0.47777777910232544,1.3817594051361084
31,735,,,0.5527777671813965,,1.2887904644012451,,,
32,749,,,,0.5625,,1.472761869430542,,
32,758,,,,,,,0.4888888895511627,1.3742119073867798
32,758,,,0.5833333134651184,,1.2782931327819824,,,
33,781,,,,,,,0.47777777910232544,1.3662917613983154
33,781,,,0.5638889074325562,,1.2643977403640747,,,
34,799,,,,0.46875,,1.4759281873703003,,
34,804,,,,,,,0.5,1.3633052110671997
34,804,,,0.5527777671813965,,1.2647114992141724,,,
35,827,,,,,,,0.5,1.3555827140808105
35,827,,,0.5625,,1.2638779878616333,,,
36,849,,,,0.6875,,1.183475136756897,,
36,850,,,,,,,0.5111111402511597,1.3576693534851074
36,850,,,0.5722222328186035,,1.2632274627685547,,,
37,873,,,,,,,0.4888888895511627,1.3506486415863037
37,873,,,0.5680555701255798,,1.2389142513275146,,,
38,896,,,,,,,0.5111111402511597,1.3500264883041382
38,896,,,0.5833333134651184,,1.233873724937439,,,
39,899,,,,0.5,,1.4384851455688477,,
39,919,,,,,,,0.5111111402511597,1.3425581455230713
39,919,,,0.5597222447395325,,1.231082797050476,,,
40,942,,,,,,,0.5,1.345434546470642
40,942,,,0.5722222328186035,,1.2311952114105225,,,
41,949,,,,0.75,,0.8975425958633423,,
41,965,,,,,,,0.5,1.3431553840637207
41,965,,,0.5708333253860474,,1.2233959436416626,,,
42,988,,,,,,,0.5,1.3377684354782104
42,988,,,0.5722222328186035,,1.2339166402816772,,,
43,999,,,,0.5625,,1.305017113685608,,
43,1011,,,,,,,0.5,1.3364195823669434
43,1011,,,0.5847222208976746,,1.2298189401626587,,,
44,1034,,,,,,,0.5,1.334841012954712
44,1034,,,0.5805555582046509,,1.2287044525146484,,,
45,1049,,,,0.46875,,1.205405831336975,,
45,1057,,,,,,,0.5,1.3332849740982056
45,1057,,,0.5763888955116272,,1.214332103729248,,,
46,1080,,,,,,,0.5,1.3332359790802002
46,1080,,,0.5708333253860474,,1.216132640838623,,,
47,1099,,,,0.71875,,1.001268982887268,,
47,1103,,,,,,,0.5,1.3280978202819824
47,1103,,,0.5833333134651184,,1.2239038944244385,,,
48,1126,,,,,,,0.5111111402511597,1.3286840915679932
48,1126,,,0.5930555462837219,,1.2102183103561401,,,
49,1149,,,,0.625,,1.1137123107910156,,
49,1149,,,,,,,0.5111111402511597,1.322596788406372
49,1149,,,0.5874999761581421,,1.190388560295105,,,
50,1150,0.5444444417953491,1.3492908477783203,,,,,,
