epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,22,,,,,,,0.1388888955116272,2.195737838745117
0,22,,,0.16388888657093048,,2.2429306507110596,,,
1,45,,,,,,,0.2777777910232544,2.091475486755371
1,45,,,0.3013888895511627,,2.08731746673584,,,
2,49,,,,0.40625,,1.9525474309921265,,
2,68,,,,,,,0.3055555522441864,2.0029661655426025
2,68,,,0.3499999940395355,,1.9747202396392822,,,
3,91,,,,,,,0.3055555522441864,1.927762746810913
3,91,,,0.3513889014720917,,1.8868211507797241,,,
4,99,,,,0.46875,,1.7560466527938843,,
4,114,,,,,,,0.3333333432674408,1.863211750984192
4,114,,,0.34861111640930176,,1.813801884651184,,,
5,137,,,,,,,0.3333333432674408,1.811623215675354
5,137,,,0.35555556416511536,,1.7554690837860107,,,
6,149,,,,0.25,,1.8399243354797363,,
6,160,,,,,,,0.3611111044883728,1.765478491783142
6,160,,,0.3638888895511627,,1.7217484712600708,,,
7,183,,,,,,,0.3888888955116272,1.729602575302124
7,183,,,0.37638887763023376,,1.668532133102417,,,
8,199,,,,0.25,,1.7446938753128052,,
8,206,,,,,,,0.3888888955116272,1.6971203088760376
8,206,,,0.3847222328186035,,1.637012004852295,,,
9,229,,,,,,,0.3888888955116272,1.664554238319397
9,229,,,0.39027777314186096,,1.6148829460144043,,,
10,249,,,,0.28125,,1.783011555671692,,
10,252,,,,,,,0.4166666567325592,1.6364824771881104
10,252,,,0.4138889014720917,,1.5926614999771118,,,
11,275,,,,,,,0.4166666567325592,1.6104185581207275
11,275,,,0.4166666567325592,,1.5688905715942383,,,
12,298,,,,,,,0.3888888955116272,1.5867705345153809
12,298,,,0.42500001192092896,,1.5435453653335571,,,
13,299,,,,0.59375,,1.2802232503890991,,
13,321,,,,,,,0.3888888955116272,1.5666265487670898
13,321,,,0.43888887763023376,,1.522828221321106,,,
14,344,,,,,,,0.4166666567325592,1.5443115234375
14,344,,,0.45277777314186096,,1.5070158243179321,,,
15,349,,,,0.4375,,1.6140713691711426,,
15,367,,,,,,,0.4166666567325592,1.52409827709198
15,367,,,0.45694443583488464,,1.4841464757919312,,,
16,390,,,,,,,0.4166666567325592,1.5125501155853271
16,390,,,0.4472222328186035,,1.475198745727539,,,
17,399,,,,0.375,,1.6695467233657837,,
17,413,,,,,,,0.4722222089767456,1.501165747642517
17,413,,,0.4583333432674408,,1.4662444591522217,,,
18,436,,,,,,,0.4722222089767456,1.4933425188064575
18,436,,,0.4625000059604645,,1.4427001476287842,,,
19,449,,,,0.5625,,1.3977208137512207,,
19,459,,,,,,,0.4722222089767456,1.4759325981140137
19,459,,,0.47083333134651184,,1.4403867721557617,,,
20,482,,,,,,,0.4722222089767456,1.4668080806732178
20,482,,,0.5013889074325562,,1.4288835525512695,,,
21,499,,,,0.40625,,1.40939199924469,,
21,505,,,,,,,0.4722222089767456,1.4556031227111816
21,505,,,0.48055556416511536,,1.418769121170044,,,
22,528,,,,,,,0.4722222089767456,1.4455299377441406
22,528,,,0.5013889074325562,,1.4104413986206055,,,
23,549,,,,0.4375,,1.5132561922073364,,
23,551,,,,,,,0.5,1.4366343021392822
23,551,,,0.4930555522441864,,1.4040247201919556,,,
24,574,,,,,,,0.4722222089767456,1.4320836067199707
24,574,,,0.519444465637207,,1.391437292098999,,,
25,597,,,,,,,0.5,1.4257266521453857
25,597,,,0.5152778029441833,,1.3772016763687134,,,
26,599,,,,0.65625,,1.1842597723007202,,
26,620,,,,,,,0.4722222089767456,1.4253019094467163
26,620,,,0.5138888955116272,,1.3766173124313354,,,
27,643,,,,,,,0.5,1.4187308549880981
27,643,,,0.5222222208976746,,1.3758724927902222,,,
28,649,,,,0.40625,,1.4884525537490845,,
28,666,,,,,,,0.5,1.4111826419830322
28,666,,,0.5111111402511597,,1.3689526319503784,,,
29,689,,,,,,,0.5,1.3998407125473022
29,689,,,0.5249999761581421,,1.3654303550720215,,,
30,699,,,,0.46875,,1.6417350769042969,,
30,712,,,,,,,0.5,1.3956140279769897
30,712,,,0.5277777910232544,,1.3583285808563232,,,
31,735,,,,,,,0.5,1.3935555219650269
31,735,,,0.5138888955116272,,1.340744972229004,,,
32,749,,,,0.40625,,1.422305703163147,,
32,758,,,,,,,0.5,1.3868355751037598
32,758,,,0.5138888955116272,,1.3430782556533813,,,
33,781,,,,,,,0.5,1.3861933946609497
33,781,,,0.5333333611488342,,1.3252613544464111,,,
